order_id,timestamp,item,category,quantity,price_per_item,total_amount
ORD339638,2025-10-17 22:55:29,Paneer Schezwan Noodles,chinese_noodles,1,150,150
ORD783919,2025-10-18 06:03:28,Paneer Combo,chinese_combo,2,280,560
ORD577882,2025-10-18 06:15:27,Dal Baati Churma,weekend_special,1,180,180
ORD686470,2025-10-18 07:00:40,Dal Baati Churma,weekend_special,1,180,180
ORD924125,2025-10-17 22:42:21,Tomato Soup,chinese_soup,2,80,160
ORD397531,2025-10-17 22:45:44,Veg Manchurian (Dry/Gravy),chinese_starters,3,120,360
ORD740140,2025-10-18 01:57:53,Veg Thali,today_thali,1,140,140
ORD234681,2025-10-17 17:59:31,Sweet Paratha,stuff_paratha,3,50,150
ORD284045,2025-10-18 00:50:22,Dal Baati Churma,weekend_special,2,180,360
ORD986529,2025-10-17 21:48:06,Veg Singapore Noodles,chinese_noodles,2,130,260
ORD658883,2025-10-18 06:04:08,Veg Thali,today_thali,3,140,420
ORD673192,2025-10-17 23:30:41,Veg Combo,chinese_combo,3,250,750
ORD414166,2025-10-18 04:07:02,Dal Baati Churma,weekend_special,1,180,180
ORD462616,2025-10-17 23:07:18,Salt Lassi,hot_and_cold,3,50,150
ORD998515,2025-10-18 08:56:37,Dal Baati Churma,weekend_special,2,180,360
ORD241152,2025-10-18 09:18:20,Veg Fried Rice,chinese_rice,2,110,220
ORD928992,2025-10-17 21:41:54,Veg Combo,chinese_combo,3,250,750
ORD996247,2025-10-18 06:00:14,Paneer Combo,chinese_combo,3,280,840
ORD714504,2025-10-18 05:27:47,Dal Baati Churma,weekend_special,2,180,360
ORD657890,2025-10-18 08:08:51,Paneer Thali,today_thali,2,160,320
ORD926431,2025-10-17 23:12:06,Rajma Thali,today_thali,2,150,300
ORD764473,2025-10-17 21:24:15,Mushroom Kadai,special_sabji,1,170,170
ORD715946,2025-10-18 01:00:25,Dal Baati Churma,weekend_special,3,180,540
ORD334605,2025-10-17 22:51:19,Veg Paneer Noodles,chinese_noodles,3,150,450
ORD882603,2025-10-18 08:32:56,Dal Baati Churma,weekend_special,3,180,540
ORD405091,2025-10-17 16:09:49,Paneer Manchurian,chinese_starters,1,150,150
ORD447323,2025-10-17 21:00:20,Aloo Matar,special_sabji,3,160,480
ORD776903,2025-10-18 03:18:44,Dal Baati Churma,weekend_special,1,180,180
ORD490331,2025-10-18 06:13:19,Cheese Paratha,stuff_paratha,3,150,450
ORD989904,2025-10-17 21:13:42,Masala Buttermilk,hot_and_cold,3,30,90
ORD539999,2025-10-18 06:15:09,Veg Noodles,chinese_noodles,2,110,220
ORD445398,2025-10-17 18:27:52,Puri (2 pieces),extra,2,20,40
ORD119105,2025-10-17 18:35:20,Paneer Butter Masala,special_sabji,2,180,360
ORD927305,2025-10-18 03:24:19,Veg Triple Rice,chinese_rice,1,170,170
ORD216888,2025-10-17 21:59:25,Veg Manchow Soup,chinese_soup,1,80,80
ORD677150,2025-10-18 05:34:39,Veg Thali,today_thali,2,140,280
ORD127764,2025-10-17 21:09:09,Rajma Thali,today_thali,2,150,300
ORD173900,2025-10-18 05:06:10,Veg Singapore Noodles,chinese_noodles,2,130,260
ORD740527,2025-10-17 23:30:32,Veg Manchurian (Dry/Gravy),chinese_starters,2,120,240
ORD380517,2025-10-18 06:43:31,Veg Thali,today_thali,1,140,140
ORD968217,2025-10-18 06:30:38,Dal Baati Churma,weekend_special,3,180,540
ORD380925,2025-10-17 16:50:02,Veg Fried Rice,chinese_rice,3,110,330
ORD335033,2025-10-18 03:19:45,Cheese Chilly,premium_paratha,2,150,300
ORD187814,2025-10-18 04:07:29,Rajma Thali,today_thali,3,150,450
ORD116836,2025-10-18 04:21:08,Aloo Methi Mix,premium_paratha,3,110,330
ORD758963,2025-10-18 05:56:52,Veg Schezwan Noodles,chinese_noodles,3,120,360
ORD472825,2025-10-17 23:23:32,Cocaine Paratha,premium_paratha,3,150,450
ORD788054,2025-10-17 22:04:58,Schezwan Fried Rice,chinese_rice,2,120,240
ORD330325,2025-10-18 02:38:28,Dal Baati Churma,weekend_special,3,180,540
ORD525647,2025-10-18 03:46:21,Veg Manchurian Noodles,chinese_noodles,3,160,480
ORD909881,2025-10-18 05:59:55,Dal Baati Churma,weekend_special,1,180,180
ORD116587,2025-10-17 18:43:55,Veg Hot & Sour Soup,chinese_soup,2,80,160
ORD875367,2025-10-18 04:42:10,Dal Fry,special_sabji,3,150,450
ORD918823,2025-10-17 21:50:59,Veg Triple Rice,chinese_rice,1,170,170
ORD296234,2025-10-17 21:18:45,Paneer Chilly Noodles,chinese_noodles,2,160,320
ORD680245,2025-10-18 05:35:24,Veg Triple Rice,chinese_rice,3,170,510
ORD407188,2025-10-17 21:27:16,Bati,extra,2,20,40
ORD815427,2025-10-18 07:06:19,Butter,extra,2,10,20
ORD430397,2025-10-18 01:25:24,Veg Chopper Rice,chinese_rice,3,140,420
ORD354359,2025-10-18 02:01:26,Paneer Combo,chinese_combo,3,280,840
ORD971575,2025-10-18 03:49:29,Dal Baati Churma,weekend_special,3,180,540
ORD383439,2025-10-18 01:01:43,Veg Schezwan Noodles,chinese_noodles,3,120,360
ORD316071,2025-10-17 21:45:41,Tomato Soup,chinese_soup,3,80,240
ORD726695,2025-10-17 17:22:53,Jeera Masala Paratha,stuff_paratha,2,50,100
ORD890998,2025-10-18 04:20:56,Paneer Schezwan Noodles,chinese_noodles,1,150,150
ORD409183,2025-10-18 08:37:51,Curd,extra,1,30,30
ORD984000,2025-10-18 03:23:38,Paneer Handi,special_sabji,1,200,200
ORD808181,2025-10-17 22:33:11,Paneer Thali,today_thali,1,160,160
ORD798111,2025-10-18 05:12:57,Veg Hot & Sour Soup,chinese_soup,1,80,80
ORD549754,2025-10-18 06:27:44,Veg Chopper Rice,chinese_rice,1,140,140
ORD144357,2025-10-18 06:01:01,Dal Baati Churma,weekend_special,2,180,360
ORD626733,2025-10-18 04:26:49,Veg Singapore Noodles,chinese_noodles,2,130,260
ORD327241,2025-10-18 05:45:37,Mushroom Chilly,chinese_starters,3,160,480
ORD263766,2025-10-18 21:59:52,Cocaine Paratha,premium_paratha,1,150,150
ORD734842,2025-10-19 05:57:35,Chole Masala Thali,today_thali,1,150,150
ORD497057,2025-10-18 17:25:33,Veg Thali,today_thali,3,140,420
ORD873748,2025-10-19 01:39:05,Sattu Paratha,stuff_paratha,1,120,120
ORD238541,2025-10-18 21:42:21,Veg Singapore Noodles,chinese_noodles,3,130,390
ORD129356,2025-10-19 06:33:21,Masala Buttermilk,hot_and_cold,2,30,60
ORD601422,2025-10-18 23:21:20,Dal Baati Churma,weekend_special,2,180,360
ORD887150,2025-10-19 06:17:19,Veg Combo,chinese_combo,2,250,500
ORD378389,2025-10-18 23:26:00,Paneer Masala,special_sabji,1,180,180
ORD856857,2025-10-19 03:52:46,Dal Baati Churma,weekend_special,2,180,360
ORD429809,2025-10-18 22:37:41,Mushroom Schezwan Dry,chinese_starters,1,160,160
ORD572672,2025-10-18 21:57:23,Paneer Pyaza,special_sabji,1,200,200
ORD406120,2025-10-19 03:53:32,Curd,extra,2,30,60
ORD912450,2025-10-18 22:13:27,Dal Baati Churma,weekend_special,3,180,540
ORD171802,2025-10-19 07:42:10,Dal Baati Churma,weekend_special,3,180,540
ORD763573,2025-10-19 06:51:37,Veg Paneer Noodles,chinese_noodles,2,150,300
ORD546631,2025-10-18 22:25:22,Dal Baati Churma,weekend_special,3,180,540
ORD203911,2025-10-19 02:36:02,Dal Fry,special_sabji,2,150,300
ORD107473,2025-10-19 06:28:36,Palak Paneer,special_sabji,1,180,180
ORD240935,2025-10-18 17:53:45,Hong Kong Rice,chinese_rice,2,130,260
ORD938070,2025-10-18 21:30:57,Veg Combo,chinese_combo,2,250,500
ORD248137,2025-10-18 15:54:52,Baby Corn Manchurian,chinese_starters,2,150,300
ORD487908,2025-10-18 21:06:10,Dal Baati Churma,weekend_special,1,180,180
ORD573744,2025-10-19 03:49:19,Veg Chopper Rice,chinese_rice,3,140,420
ORD850401,2025-10-19 04:03:04,Aloo Cheese Mix,premium_paratha,1,150,150
ORD626182,2025-10-18 21:42:30,Rajma Thali,today_thali,1,150,150
ORD944370,2025-10-19 06:34:45,Rajma Thali,today_thali,1,150,150
ORD994732,2025-10-18 21:17:03,Mushroom Kadai,special_sabji,3,170,510
ORD894747,2025-10-18 22:30:27,Veg Combo,chinese_combo,2,250,500
ORD355558,2025-10-19 09:30:41,Plain Rice,extra,2,50,100
ORD687018,2025-10-18 23:15:25,Veg Combo,chinese_combo,3,250,750
ORD416993,2025-10-19 00:51:08,Tomato Soup,chinese_soup,2,80,160
ORD401235,2025-10-19 03:26:13,Paneer Combo,chinese_combo,2,280,560
ORD269424,2025-10-19 05:24:54,Paneer Combo,chinese_combo,1,280,280
ORD414276,2025-10-19 03:57:59,Dal Baati Churma,weekend_special,1,180,180
ORD281754,2025-10-19 04:15:50,Veg Triple Noodles,chinese_noodles,3,170,510
ORD504262,2025-10-19 05:24:28,Paneer Chilli Rice,chinese_rice,2,160,320
ORD570655,2025-10-18 17:19:31,Mix Veg Garlic Mix,premium_paratha,1,120,120
ORD780753,2025-10-19 04:18:49,Aloo Paneer Mix,premium_paratha,3,120,360
ORD436555,2025-10-18 17:47:33,Dal Baati Churma,weekend_special,1,180,180
ORD261021,2025-10-18 17:45:48,Dal Baati Churma,weekend_special,2,180,360
ORD842903,2025-10-19 04:45:36,Veg Triple Rice,chinese_rice,2,170,340
ORD533012,2025-10-18 16:29:47,Dal Baati Churma,weekend_special,3,180,540
ORD750576,2025-10-18 23:44:30,Cocaine Paratha,premium_paratha,3,150,450
ORD579825,2025-10-19 03:42:31,Mix Veg Paratha,stuff_paratha,3,110,330
ORD159864,2025-10-18 20:58:11,Paneer Pyaza,special_sabji,2,200,400
ORD776056,2025-10-19 03:59:35,Veg Thali,today_thali,1,140,140
ORD186902,2025-10-19 02:18:34,Baby Corn Manchurian,chinese_starters,3,150,450
ORD582531,2025-10-18 16:42:52,Aloo Gobi Onion Mix,premium_paratha,1,120,120
ORD775603,2025-10-19 04:57:58,Paneer Chilli Rice,chinese_rice,1,160,160
ORD363046,2025-10-19 05:36:21,Cocaine Paratha,premium_paratha,2,150,300
ORD392769,2025-10-19 01:40:57,Rajma Thali,today_thali,1,150,150
ORD508406,2025-10-19 05:15:30,Veg Triple Rice,chinese_rice,3,170,510
ORD844295,2025-10-18 18:32:48,Dal Baati Churma,weekend_special,3,180,540
ORD841231,2025-10-19 08:10:07,Veg Combo,chinese_combo,1,250,250
ORD117881,2025-10-18 18:25:46,Veg Clear Soup,chinese_soup,2,80,160
ORD138131,2025-10-19 07:16:08,Aloo Onion Paratha,premium_paratha,3,110,330
ORD480125,2025-10-18 17:14:26,Veg Thali,today_thali,1,140,140
ORD231586,2025-10-18 16:39:51,Extra Sabji,extra,1,20,20
ORD374292,2025-10-19 07:11:27,Onion Paratha,stuff_paratha,3,100,300
ORD823581,2025-10-19 05:06:11,Dal Baati Churma,weekend_special,2,180,360
ORD965195,2025-10-19 04:20:49,Veg Thali,today_thali,2,140,280
ORD320564,2025-10-18 17:45:32,Veg Thali,today_thali,3,140,420
ORD306529,2025-10-19 04:58:02,Singapore Rice,chinese_rice,1,130,130
ORD683132,2025-10-19 05:32:03,Dal Baati Churma,weekend_special,3,180,540
ORD430067,2025-10-18 23:03:07,Dal Baati Churma,weekend_special,1,180,180
ORD169921,2025-10-19 05:14:55,Bati,extra,2,20,40
ORD614325,2025-10-18 23:15:22,Mushroom Aloo Sala,special_sabji,1,160,160
ORD565798,2025-10-18 21:40:50,Salt Lassi,hot_and_cold,2,50,100
ORD597474,2025-10-19 04:42:12,Dal Baati Churma,weekend_special,1,180,180
ORD815300,2025-10-19 01:36:33,Hong Kong Rice,chinese_rice,2,130,260
ORD693589,2025-10-19 01:31:43,Veg Manchurian Noodles,chinese_noodles,1,160,160
ORD181781,2025-10-18 20:57:33,Baby Corn 65,chinese_starters,2,150,300
ORD334507,2025-10-19 04:01:35,Veg Triple Noodles,chinese_noodles,2,170,340
ORD550378,2025-10-19 05:25:03,Paneer Manchurian,chinese_starters,2,150,300
ORD520113,2025-10-19 03:36:13,Hong Kong Rice,chinese_rice,3,130,390
ORD484445,2025-10-18 23:00:34,Veg Singapore Noodles,chinese_noodles,2,130,260
ORD443999,2025-10-19 05:28:40,Veg Clear Soup,chinese_soup,1,80,80
ORD244856,2025-10-19 06:10:48,Veg Schezwan Noodles,chinese_noodles,1,120,120
ORD683559,2025-10-19 04:24:09,Shahi Paratha,premium_paratha,2,150,300
ORD158248,2025-10-19 08:26:37,Paneer Handi,special_sabji,1,200,200
ORD945400,2025-10-18 21:57:16,Paneer Schezwan Noodles,chinese_noodles,3,150,450
ORD697520,2025-10-19 04:03:42,Veg Schezwan Noodles,chinese_noodles,2,120,240
ORD773781,2025-10-18 18:03:19,Dal Baati Churma,weekend_special,3,180,540
ORD730823,2025-10-18 21:03:05,Puri (2 pieces),extra,3,20,60
ORD524052,2025-10-19 04:27:09,Rajma Thali,today_thali,3,150,450
ORD831517,2025-10-19 05:53:32,Gobi Paratha,stuff_paratha,1,110,110
ORD166359,2025-10-19 06:42:16,Veg Chopper Noodles,chinese_noodles,1,170,170
ORD891865,2025-10-18 17:54:01,Salt Lassi,hot_and_cold,2,50,100
ORD303767,2025-10-19 07:47:47,Singapore Rice,chinese_rice,1,130,130
ORD628648,2025-10-19 05:45:03,Mushroom Pepper Dry,chinese_starters,1,160,160
ORD911770,2025-10-19 06:09:10,Dal Baati Churma,weekend_special,2,180,360
ORD636321,2025-10-18 17:20:56,Aloo Cheese Mix,premium_paratha,3,150,450
ORD102831,2025-10-19 04:35:58,Dal Baati Churma,weekend_special,2,180,360
ORD789862,2025-10-18 22:42:02,Dal Baati Churma,weekend_special,2,180,360
ORD871846,2025-10-19 06:01:25,Paneer Thali,today_thali,2,160,320
ORD225091,2025-10-19 09:28:37,Baby Corn Chilly Dry,chinese_starters,1,150,150
ORD439586,2025-10-19 03:50:26,Dal Baati Churma,weekend_special,3,180,540
ORD849324,2025-10-19 05:31:54,Hong Kong Rice,chinese_rice,1,130,130
ORD769829,2025-10-18 23:27:13,Veg Manchow Soup,chinese_soup,3,80,240
ORD187308,2025-10-18 22:33:11,Extra Sabji,extra,3,20,60
ORD344443,2025-10-19 01:41:17,Royal Soup,chinese_soup,1,90,90
ORD498218,2025-10-19 05:49:05,Cheese Paratha,stuff_paratha,3,150,450
ORD879003,2025-10-18 22:27:34,Veg Triple Noodles,chinese_noodles,3,170,510
ORD158365,2025-10-18 21:40:52,Dal Baati Churma,weekend_special,1,180,180
ORD857412,2025-10-19 01:14:05,Paneer Chilly Noodles,chinese_noodles,2,160,320
ORD265793,2025-10-18 21:47:23,Dal Baati Churma,weekend_special,1,180,180
ORD280028,2025-10-19 09:07:39,Puri (2 pieces),extra,1,20,20
ORD495847,2025-10-19 05:18:21,Dal Baati Churma,weekend_special,2,180,360
ORD431661,2025-10-19 03:35:55,Sattu Paratha,stuff_paratha,3,120,360
ORD885217,2025-10-19 04:47:04,Mushroom Kolhapur,special_sabji,3,170,510
ORD610749,2025-10-18 21:12:51,Masala Buttermilk,hot_and_cold,1,30,30
ORD461824,2025-10-18 17:34:56,Paneer Fried Rice,chinese_rice,1,160,160
ORD291556,2025-10-19 04:45:50,Dal Baati Churma,weekend_special,2,180,360
ORD615962,2025-10-19 02:41:37,Dal Baati Churma,weekend_special,2,180,360
ORD941652,2025-10-18 23:39:42,Veg Combo,chinese_combo,2,250,500
ORD659796,2025-10-19 04:00:31,Dal Baati Churma,weekend_special,3,180,540
ORD561884,2025-10-19 07:57:24,Dal Baati Churma,weekend_special,1,180,180
ORD121496,2025-10-19 09:17:34,Dal Baati Churma,weekend_special,2,180,360
ORD123951,2025-10-19 01:58:05,Veg Paneer Noodles,chinese_noodles,1,150,150
ORD372608,2025-10-18 16:08:39,Baby Corn Chilly Dry,chinese_starters,3,150,450
ORD898894,2025-10-19 08:27:01,Dal Baati Churma,weekend_special,3,180,540
ORD642417,2025-10-18 16:25:50,Veg Chopper Noodles,chinese_noodles,1,170,170
ORD283934,2025-10-18 22:35:16,Veg Singapore Noodles,chinese_noodles,1,130,130
ORD647729,2025-10-19 01:22:58,Dal Baati Churma,weekend_special,1,180,180
ORD277692,2025-10-19 03:28:05,Rajma Thali,today_thali,1,150,150
ORD307137,2025-10-18 21:05:53,Veg Fried Rice,chinese_rice,1,110,110
ORD644819,2025-10-19 05:10:52,Roti Thali,today_thali,1,120,120
ORD311957,2025-10-18 21:42:29,Onion Paratha,stuff_paratha,1,100,100
ORD292602,2025-10-19 05:58:31,Roti Thali,today_thali,1,120,120
